"Pseudonym";"meal";"choice_1";"choice_2";"choice_3";"choice_4";"choice_5";"choice_6";"choice_7";"choice_8";"choice_9";"choice_10";"satis_1";"satis_2";"satis_3";"ing_1";"ing_2";"ing_3";"ing_4";"att_1";"att_2";"att_3";"att_4";"att_5";"att_6";"att_7";"att_8";"att_9";"att_10";"att_11";"diet";"allerg";"relig";"meds";"tho_1";"tho_2";"tho_3";"tho_4";"tho_5";"tra_1";"tra_2";"tra_3";"tra_4";"tra_5";"meat";"milk";"veget";"veg";"pensum";"cant";"home";"other";"gender";"member";"fill";"age_groups";"mensa";"sumNA";"perNA";"Verpflegungstyp";"date";"place";"intervention";"label_content";"meal_name";"choice_add_d";"choice_add_v";"code_choice";"Bemerkungen_d";"Bemerkungen_v";"code_zu_Bemerkungen"
"2017_HS_K_0400";"Kitchen";4;4;4;4;3;2;"1";"2";"2";3;3;"3";"2";"4";"4";"2";"3";2;4;"1";"2";"2";2;"1";3;"4";"3";1;"0";"0";"0";"0";"4";"3";3;"2";1;3;2;"3";"4";"1";"5";"5";"3";"1";"4";"4";"2";"2";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";1;"Ich esse fast immer Kitchen, weil man da oft nicht anstehen muss";"Ausschlussverfahren";0;NA;NA
"2017_HS_K_0401";"Kitchen";3;3;3;3;3;4;"2";"3";NA;3;3;"3";"2";"1";"1";"1";"1";1;4;"2";"3";"3";1;"1";4;"4";"3";3;"0";"0";"0";"0";"3";"3";3;"3";3;3;3;"3";"3";"4";"6";"6";"4";"3";"5";"4";"3";"3";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0404";"Kitchen";4;4;4;4;3;4;"1";"4";"1";3;3;"3";"3";"4";"-99";"-99";"-99";-99;4;"1";"-99";"4";-99;"1";4;"-99";"3";3;"0";"0";"0";"0";"4";"3";1;"3";3;4;4;"3";"3";"4";"6";"6";"3";"1";"5";"5";"1";"1";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0405";"Kitchen";3;3;3;4;2;3;"1";"2";"1";1;3;"3";"1";"-99";"3";"1";"-99";3;4;"2";"3";"4";1;"1";4;"-99";"-99";3;"0";"0";"0";"0";"3";"3";2;"3";1;3;3;"3";"3";"4";"4";"6";"3";"3";"2";"3";"1";"1";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0406";"Kitchen";4;4;4;4;4;4;"1";"4";"4";2;3;"4";"1";"1";"4";"1";"3";4;4;"4";"4";"1";1;"1";4;"4";"4";4;"0";"1";"0";"0";"1";"1";2;"2";4;1;3;"3";"4";"3";"7";"3";"1";"1";"5";"5";"1";"1";"Mann";"Andere";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0407";"Kitchen";4;3;3;2;4;3;"1";"1";"4";1;4;"4";"1";"4";"4";"2";"2";3;4;"4";"2";"3";1;"1";3;"4";"4";2;"0";"0";"0";"0";"1";"3";2;"3";4;3;2;"2";"3";"3";"7";"5";"1";"1";"5";"5";"1";"1";"Mann";"Andere";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;1;"Es ist nicht tragbar, dass auf das Fleischmen¸Å eine ZusatzgebÅhr von CHF 5.- erhoben wird, da so die Fleischgeniesser diskriminiert werden.";"Fleisch soll NICHT teurer sein"
"2017_HS_K_0408";"Kitchen";4;2;4;2;3;4;"1";"2";"3";1;3;"4";"1";"4";"3";"-99";"3";3;4;"2";"3";"3";1;"1";3;"-99";"-99";2;"0";"0";"0";"0";"3";"3";3;"3";4;3;3;"3";"3";"3";"4";"6";"3";"2";"3";"4";"2";"2";"Frau";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0409";"Kitchen";4;4;4;4;4;3;"1";"1";"1";3;4;"4";"1";"3";"3";"1";"3";4;4;"4";"4";"3";1;"1";3;"3";"3";3;"0";"1";"0";"0";"3";"3";3;"4";3;4;3;"3";"3";"3";"5";"6";"2";"2";"4";"4";"1";"1";"Mann";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0410";"Kitchen";4;4;4;4;4;4;"1";"4";"4";2;3;"3";"2";"4";"4";"3";"3";3;4;"2";"2";"1";1;"1";4;"2";"2";4;"0";"0";"0";"0";"3";"2";1;"3";4;4;2;"1";"3";"3";"6";"5";"2";"1";"5";"5";"1";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0412";"Kitchen";4;4;4;4;3;4;"1";"1";"1";1;3;"4";"2";"1";"1";"1";"1";1;3;"2";"4";"4";1;"1";1;"1";"1";1;"0";"0";"0";"0";"2";"4";2;"3";4;3;3;"3";"4";"4";"4";"5";"5";"4";"5";"4";"5";"1";"Mann";"Mitarbeiter/in";"1";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0413";NA;1;1;1;4;1;4;"1";"1";"1";1;4;"4";"2";"3";"1";"1";"4";4;4;"1";"4";"4";4;"1";4;"4";"4";3;"0";"0";"0";"0";"3";"4";3;"4";3;4;4;"4";"4";"4";"2";"4";"4";"2";"5";"3";"4";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;NA;NA;1;"Das vegetarische Men¸ hat mich nicht angesprochen und Preis/Leistung stimmte nicht";"Ausschlussverfahren, Finanzen";1;"Ich versuche so wenig Fleischprodukte wie Mˆglich zu konsumieren. Deshalb wÅ¸rde ich ein breiteres vegetarisches Angebot begr¸Åssen, da mich die vegi-Men¸Ås oft nicht ansprachen!";"vegi"
"2017_HS_K_0414";"Kitchen";NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;"4";"4";NA;NA;4;3;"2";"4";"4";1;"1";4;"4";"4";3;"0";"0";"0";"0";"4";"4";4;"4";3;4;3;"3";"4";"4";"3";"5";"1";"1";"5";"3";"4";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";13;25;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0416";"Kitchen";4;1;4;4;2;4;"1";"4";"1";3;4;"4";"2";"1";"3";"1";"3";3;4;"3";"1";"3";1;"1";4;"1";"1";4;"0";"0";"0";"0";"2";"3";2;"2";4;4;4;"4";"4";"3";"5";"7";"3";"3";"4";"3";"3";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0418";"Kitchen";4;3;3;3;2;4;"1";"3";"3";2;3;"3";"3";"2";"2";"2";"2";1;3;"2";"2";"2";1;"1";3;"1";"2";3;"0";"0";"0";"0";"3";"2";2;"3";3;3;2;"3";"3";"4";"6";"6";"3";"2";"5";"5";"1";"1";"Frau";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;1;"Manchmal hat man das GefÅ¸hl, dass die Men¸Ås extra so kombiniert werden, dass man fast das Kitchen nehmen muss. Bin aber grunds‰tzlich zufrieden mit der Mensa :)!";"Kritik am Essen, Lob"
"2017_HS_K_0419";"Kitchen";3;1;4;4;2;3;"1";"2";"1";2;4;"4";"1";"3";"2";"2";"4";3;4;"2";"3";"3";2;"1";3;"3";"4";3;"0";"0";"0";"0";"3";"4";4;"4";3;4;4;"4";"4";"4";"5";"6";"3";"2";"5";"5";"1";"1";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;1;"Portionen sind oft ""Kinderteller"".";"Portionen"
"2017_HS_K_0421";"Kitchen";4;1;4;4;1;1;"1";"4";"1";1;4;"4";"1";"1";"1";"1";"4";1;1;"1";"1";"1";1;"1";-99;"-99";"-99";1;"0";"0";"0";"0";"3";"4";4;"4";2;4;4;"4";"4";"4";"2";"3";"5";"4";"4";"3";"4";"1";"Frau";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0422";NA;4;3;3;3;3;3;"2";"1";"2";1;3;"3";"2";"3";"2";"2";"1";3;4;"2";"3";"1";2;"1";2;"3";"2";4;"0";"0";"0";"0";"3";"3";2;"3";4;3;3;"2";"3";"3";"3";"4";"4";"2";"5";"4";"3";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-30;"Reidbach";1;NA;NA;0;NA;NA;1;"Bio Lebensmittel sind nicht immer besser fÅ¸r die Umwelt.";"bio"
"2017_HS_K_0424";"Kitchen";3;3;3;3;3;2;NA;"1";"2";2;3;"3";"1";"4";"4";"1";"4";2;3;"2";"2";"2";1;"1";2;"2";"3";2;"0";"0";"0";"0";"3";"2";2;"3";2;3;2;"2";"3";"4";"6";"6";"2";"1";"4";"4";"2";"2";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0425";"Kitchen";4;4;4;4;3;4;"1";"2";"4";4;4;"4";"1";"4";"4";"2";"3";2;4;"1";"2";"1";1;"1";4;"1";"3";3;"0";"0";"0";"0";"3";"2";2;"3";4;4;2;"2";"3";"4";"7";"6";"2";"1";"5";"4";"3";"2";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0426";"Kitchen";4;4;4;4;4;3;"1";"3";"3";4;4;"4";"1";"4";"4";"1";"1";4;4;"3";"1";"1";1;"1";3;"3";"1";3;"0";"0";"0";"0";"3";"1";1;"1";3;3;1;"1";"1";"1";"6";"6";"1";"1";"5";"4";"1";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;1;"Mehr Fleisch, k¸Årzere Mittagspause, Dach auf dem Balkon, damit es mir nicht ins Essen scheit/regnet.";"mˆchte Fleisch"
"2017_HS_K_0428";"Kitchen";4;4;4;4;2;2;"1";"4";"3";3;4;"4";"1";"4";"4";"3";"3";3;3;"2";"1";"2";1;"1";3;"4";"1";2;"0";"0";"0";"0";"3";"2";3;"3";4;3;2;"1";"3";"3";"6";"6";"3";"2";"5";"4";"3";"3";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0429";"Kitchen";2;2;2;3;1;4;"2";"2";"2";2;2;"2";"2";"1";"3";"1";"1";1;3;"1";"1";"1";1;"1";3;"1";"1";2;"0";"0";"0";"1";"2";"1";1;"1";1;3;1;"2";"2";"1";"7";"6";"2";"1";"5";"3";"3";"3";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0430";NA;4;4;4;4;2;1;"2";"3";"3";3;4;"4";"1";"-99";"-99";"-99";"-99";3;4;"2";"2";"1";1;"3";3;"3";"3";4;"0";"0";"0";"0";"3";"3";3;"3";4;3;3;"3";"3";"3";"3";"4";"1";"1";"5";"4";"1";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-30;"Reidbach";1;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_K_0434";"Kitchen";4;4;4;4;3;4;"1";"2";"1";1;3;"3";"2";"4";"4";"1";"1";2;4;"2";"2";"2";1;"1";4;"1";"1";4;"0";"0";"0";"0";"2";"1";1;"1";4;2;1;"1";"1";"1";"7";"5";"1";"1";"5";"4";"3";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0435";"Kitchen";4;1;NA;4;NA;4;NA;NA;NA;NA;3;"3";"3";"1";"1";"1";"1";NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"1";"1";1;"1";1;3;3;"3";"3";"3";"4";"4";"3";"3";"3";"4";"1";"2";"Mann";"Mitarbeiter/in";"1";"35- bis 49-jaehrig";"1";16;30,7692307692308;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0436";"Kitchen";4;4;4;4;2;4;"1";"1";"1";1;2;"2";"1";"3";"3";"1";"1";2;4;"2";"2";"2";2;"1";2;"1";"1";4;"0";"0";"0";"0";"3";"2";1;"1";4;3;2;"1";"1";"3";"7";"5";"1";"1";"5";"5";"1";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;1;"Euer Essen ist so h‰sslich, es kˆnnte glatt ein Kunstwerk sein. Zitat aus Film Full Metal Jacket (1989).";"Kritik am Essen"
"2017_HS_K_0437";"Kitchen";2;3;3;3;3;3;"1";"4";"1";1;3;"3";"2";"3";"2";"-99";"4";1;2;"1";"1";"2";1;"1";2;"1";"1";1;"0";"0";"0";"0";"4";"4";3;"2";2;4;3;"2";"3";"3";"4";"6";"3";NA;"4";"4";"1";"1";"Mann";"Mitarbeiter/in";"1";"35- bis 49-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_K_0438";"Kitchen";4;4;4;4;4;4;"1";"2";"3";3;4;"4";"1";"1";"1";"1";"3";1;2;"1";"3";"1";1;"1";1;"2";"3";1;"0";"0";"0";"0";"1";"3";3;"3";2;2;3;"3";"3";"3";"5";"6";"2";"1";"4";"4";"3";"2";"Frau";"Andere";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;1;"Men¸Åvorschlag: Insektenburger";"mˆchte Fleisch"
"2017_HS_K_0439";NA;4;4;4;4;4;3;"1";"2";"3";3;4;"4";"1";"4";"3";"2";"3";3;4;"2";"3";"3";2;"1";4;"4";"3";2;"0";"0";"0";"0";"4";"4";3;"3";2;4;4;"3";"3";"4";"5";"6";"3";"1";"5";"5";"1";"1";"Mann";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-30;"Reidbach";1;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_K_0440";NA;2;3;1;2;4;3;"2";"1";"3";2;3;"3";"2";NA;"4";"1";"1";2;3;"2";"3";"3";4;"3";3;"4";"3";2;"0";"0";"0";"0";"3";"1";1;"1";4;4;2;"2";"2";"2";"7";"6";"1";"1";"5";"5";"2";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-30;"Reidbach";1;NA;NA;0;NA;NA;1;"Die Zitronen fÅ¸r ein Cordon Bleu werden nicht in Scheiben geschnitten. Schnitze!!!";"Kritik am Essen"
"2017_HS_K_0441";"Kitchen";1;1;4;1;1;1;"1";"1";"1";1;2;"2";"3";"4";"4";"1";"1";1;1;"1";"1";"1";1;"1";1;"1";"1";3;"0";"0";"0";"0";"1";"1";1;"1";4;1;1;"1";"1";"1";"6";"6";"1";"1";"5";"4";"2";"2";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";1;"Das einzige was OK aussah";"Ausschlussverfahren";1;"Hallo liebes Mensa-Team. Ihr macht das super hier. Essen immer gut und stets sehr freundlich. Weiter so. Thomi Ullz";"Lob"
"2017_HS_K_0442";"Kitchen";3;4;4;4;3;4;"1";"1";"1";1;2;"3";"2";"4";"4";"2";"1";3;4;"3";"1";"4";1;"1";3;"1";"1";4;"1";"0";"0";"0";"4";"2";2;"4";4;4;2;"1";"2";"3";"6";"6";"1";"1";"5";"4";"1";"1";NA;"Student/in";"1";"17- bis 25-jaehrig";"1";3;5,76923076923077;"Mensagaenger";2017-11-30;"Reidbach";1;"Fleisch/Fisch";"Schweins Cordon Bleu";0;NA;NA;0;NA;NA
"2017_HS_S_0001";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"1";"1";"1";4;4;"2";"3";"3";4;"3";4;"4";"3";4;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"1";"3";"6";"4";"5";"3";"4";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";13;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0002";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";"4";4;4;"2";"3";"3";4;"4";3;"4";"3";4;"0";"0";"0";"0";"3";"4";3;"4";3;3;4;"3";"4";"4";"1";"2";"6";"6";"4";"1";"4";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"0";14;2,56410256410256;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;1;"Bisherige ApÈros enthielten vorwiegend tierische Produkte (Milch, K‰se, Fleisch, Ei). Mensa ist ein anderes Thema aber zumindest den ApÈro kˆnnte man relativ einfach teils vegan gestalten (NÅ¸sse, Chips, Gem¸Åse-Sandwiches).";"vegan"
"2017_HS_S_0003";"Selber";4;4;4;4;4;4;"4";"1";"1";4;4;"4";"1";"3";"1";"1";"4";4;4;"3";"3";"4";4;"3";4;"4";"4";3;"1";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"1";"3";"6";NA;"5";"3";"4";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"0";1;-30,7692307692308;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;1;"Frische ist entscheidend. Je mehr Verarbeitung, desto ""toter"" ist das Essen und umso weniger leben kann es somit spenden.";"Kritik am Essen"
"2017_HS_S_0004";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";"0";"0";"4";"3";3;"3";3;4;3;"3";"3";"3";"3";"6";"4";"2";"5";"3";"3";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";28;38,4615384615385;"Abwechsler";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0007";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"1";"1";"1";4;4;"4";"4";"4";4;"4";4;"4";"4";3;"0";"0";"0";"0";"4";"4";3;"4";3;4;4;"4";"4";"4";"1";"1";"6";"6";"5";"1";"5";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";14;2,56410256410256;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0008";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"1";"1";"4";4;4;"3";"4";"4";3;"2";4;"-99";"-99";4;"0";"0";"0";"0";"4";"4";4;"4";4;4;4;"4";"4";"4";"3";"6";"5";"3";"5";"2";"5";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";13;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0009";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"1";"1";"-99";4;4;"4";"4";"4";1;"1";3;"4";"-99";3;"0";"0";"0";"0";"4";"4";3;"3";NA;4;4;"4";"4";"4";"3";"7";"1";"3";"5";"1";"5";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";14;2,56410256410256;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0010";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";"1";"3";3;4;"2";"4";"4";3;"2";4;"4";"3";4;"0";"0";"0";"0";"3";"4";4;"4";3;4;4;"3";"4";"4";"3";"5";"4";"3";"4";"3";"4";"3";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"0";13;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0011";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";"1";"4";4;3;NA;"4";"4";4;"2";4;"4";"4";3;"0";"0";"0";"0";"4";"4";4;"3";3;4;4;"4";"4";"4";"2";"5";"5";"2";"5";"2";"5";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";14;2,56410256410256;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0012";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"3";"1";"2";3;2;"2";"3";"2";1;"1";4;"3";"3";3;"0";"0";"1";"0";"4";"3";3;"3";3;4;4;"4";"4";"4";"4";"6";"4";"1";"5";"4";"3";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";13;0;"Mensagaenger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0014";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;"-99";2;3;"2";"2";"3";4;"1";3;"4";"-99";3;"0";"0";"0";"0";"3";"4";4;"4";3;4;4;"4";"4";"4";"1";"4";"6";"3";"5";"3";"4";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";15;5,12820512820513;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0015";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;"2";"3";"2";3;"1";2;"4";"3";4;"0";"0";"0";"0";"3";"4";3;"4";4;4;4;"3";"3";"4";"3";"5";"4";"3";"4";"3";"4";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";17;10,2564102564103;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0016";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"1";"1";"-99";4;4;"2";"4";"4";4;"2";4;"3";"3";2;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"3";"6";"5";"3";"4";"2";"4";"2";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";13;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;1;"Fragen besser formulieren. Vegan/ vegetarisch muss nicht immer Fleischersatz (Tofu, Quorn etc.) enthalten.";"Kritik am Essen, Kritik am Fragebogen"
"2017_HS_S_0017";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";"1";"3";"2";3;4;"2";"3";"3";1;"1";4;"3";"3";4;"0";"0";"0";"0";"3";"3";2;"4";4;4;3;"4";"4";"4";"4";"6";"4";"2";"2";"2";"3";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"0";13;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0018";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"1";"1";"-99";4;3;"3";"4";"3";4;"2";4;"3";"3";3;"0";"0";"0";"0";"4";"4";3;"4";3;3;4;"4";"4";"4";"3";"6";"5";"3";"4";"3";"3";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"0";13;0;"Abwechsler";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0019";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;"2";"2";"2";4;"1";4;"3";"-99";4;"0";"0";"0";"0";"2";"3";2;"2";3;3;3;"3";"3";"3";"1";"5";"6";"2";"2";"2";"3";"1";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"0";17;10,2564102564103;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
"2017_HS_S_0020";"Selber";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";"1";"1";"4";3;3;"2";"4";"4";4;"2";3;"4";"4";3;"0";"0";"0";"0";"3";"4";4;"4";3;3;4;"4";"4";"4";"1";"6";"6";"3";"2";"2";"3";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"0";13;0;"Selbstverpfleger";2017-10-17;"Gr¸ental";0;"NA";"NA";0;NA;NA;0;NA;NA
