"Pseudonym";"meal";"choice_1";"choice_2";"choice_3";"choice_4";"choice_5";"choice_6";"choice_7";"choice_8";"choice_9";"choice_10";"satis_1";"satis_2";"satis_3";"ing_1";"ing_2";"ing_3";"ing_4";"att_1";"att_2";"att_3";"att_4";"att_5";"att_6";"att_7";"att_8";"att_9";"att_10";"att_11";"diet";"allerg";"relig";"meds";"tho_1";"tho_2";"tho_3";"tho_4";"tho_5";"tra_1";"tra_2";"tra_3";"tra_4";"tra_5";"meat";"milk";"veget";"veg";"pensum";"cant";"home";"other";"gender";"member";"fill";"age_groups";"mensa";"sumNA";"perNA";"Verpflegungstyp";"date";"place";"intervention";"label_content";"meal_name";"choice_add_d";"choice_add_v";"code_choice";"Bemerkungen_d";"Bemerkungen_v";"code_zu_Bemerkungen"
"2017_HS_F_0367";"Favorite";1;3;2;2;1;1;"1";"1";"1";2;3;"3";"1";"-99";"4";"-99";"-99";1;4;"1";"1";"1";1;"1";1;"1";"1";1;"0";"0";"0";"0";"1";"1";1;"1";1;1;1;"1";"1";"1";"7";"6";"1";"1";"1";"3";"2";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0368";"Favorite";2;1;2;4;2;2;"1";"3";"2";3;3;"4";"1";NA;"2";NA;"4";3;4;"2";"3";"3";2;"2";4;"4";"4";2;"0";"0";"0";"0";"2";"3";3;"3";2;4;4;"3";"3";"3";"4";"4";"4";"3";"3";"4";"2";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0369";"Favorite";3;2;3;3;2;2;"1";"2";"4";4;4;"4";"1";"2";"2";"2";"3";2;4;"2";"3";"2";1;"1";3;"3";"3";4;"0";"0";"0";"0";"3";"3";4;"3";4;4;4;"4";"4";"4";"6";"6";"2";"2";"4";"4";"3";"2";"Frau";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0370";"Favorite";4;3;4;4;4;2;"1";"4";"1";4;4;"4";"1";"2";"2";"1";"1";2;4;"1";"1";"1";1;"1";4;"-99";"-99";3;"0";"0";"0";"0";"1";"1";1;"1";4;1;1;"1";"1";"1";"7";"6";"1";"1";"5";"5";"2";"1";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0371";"Favorite";4;1;4;4;1;2;NA;"2";"1";NA;4;"4";NA;"3";"2";"1";"4";2;NA;"2";NA;"-99";NA;NA;3;"4";"-99";4;"0";"0";"0";"0";"4";NA;NA;"4";3;4;4;"4";"4";"4";"3";"5";"4";"2";"3";"1";"1";"1";NA;"Student/in";"0";"17- bis 25-jaehrig";"1";12;23,0769230769231;NA;2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"(Zeichnung eines Frosches der eine Fliege f‰ngt) Danke f¸År die Schoggi <3";"Redundant"
"2017_HS_F_0372";"Favorite";4;4;4;4;4;1;"1";"1";"4";4;4;"4";"1";"4";"4";"2";"4";4;4;"4";"4";"4";1;"1";4;"4";"4";4;"0";"0";"0";"0";"4";"1";4;"1";4;4;4;"4";"4";"4";"5";"5";"1";"1";"4";"5";"1";"1";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"Ich esse eigentlich nur Abends hier weil ich am Strickhof in Au Schule habe und dort zu Mittag esse. Das Essen am Abend ist kurz schlecht, einfach schlecht. Heute bin ich zum Mittag hier wegen Krankheit. Das Essen zu Mittag ist Bombe einfach super. Es kann NICHT sein, dass das essen am Abend so dermassen schlechter ist als das am Mittag. Nur weil am Abend nur Studenten essen und zu Mittag Erwachsene kommen, welche eine Weiterbildung machen oder sonst was. Bei der Jugend sparen gehen wie die Dummen und bei der ""hˆheren"" Rasse 5 Sterne Men¸Å. FRECHHEIT!!!";"Kritik am Essen"
"2017_HS_F_0373";"Favorite";3;2;3;3;2;4;"1";"1";"1";3;3;"3";"1";"3";"3";"1";"2";3;3;"3";"2";"3";1;"1";3;"3";"2";3;"0";"0";"0";"0";"3";"2";2;"2";3;3;2;"2";"2";"2";"6";"6";"1";"1";"5";"5";"1";"1";"Mann";"Mitarbeiter/in";"1";NA;"1";3;5,76923076923077;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0374";"Favorite";1;3;1;1;1;4;"1";"1";"2";1;2;"2";"3";"4";"4";"2";"4";2;4;"2";"3";"3";2;"1";3;"3";"3";3;"0";"0";"0";"0";"3";"3";3;"3";3;2;3;"3";"4";"4";"6";"6";"3";"2";"5";"4";"3";"2";"Mann";"Andere";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0375";"Favorite";1;1;3;3;2;4;"1";"1";"1";2;4;"3";"1";"4";"3";"3";"2";1;4;"1";"1";"1";1;"1";4;"3";"3";4;"1";"0";"0";"0";"4";"2";1;"1";4;2;4;"1";"3";"3";"6";"5";"1";"1";"5";"2";"5";"1";"Mann";"Andere";"0";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0376";"Favorite";3;3;2;2;1;4;"2";"2";"3";2;3;"3";"2";"4";"4";"2";"-99";3;4;"1";"3";"3";1;"1";3;"3";"2";4;"0";"0";"0";"0";"3";"3";2;"2";3;4;4;"4";"4";"4";"7";"6";"1";"1";"5";"5";"1";"1";"Mann";"Andere";"0";"17- bis 25-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"Die Men¸Ås sind nicht immer so gut wie heute.";"Kritik am Essen"
"2017_HS_F_0377";"Favorite";3;1;3;3;1;4;"1";"1";"1";1;3;"3";"1";"4";"4";"1";"1";1;4;"1";"1";"1";1;"1";4;"1";"1";4;"1";"0";"1";"0";"1";"1";1;"1";4;1;1;"4";"1";"4";"7";"5";"1";"1";"5";"5";"1";"1";"Mann";"Andere";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Gr¸ental";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"Ich erkl‰re Ihnen meinen Men¸Åwahlrhythmus: ich w‰hle gezwungenermassen immer das, was am wenigsten h‰sslich ist!";"Kritik am Essen"
"2017_HS_F_0378";"Favorite";2;2;3;3;2;3;"2";"1";"2";3;3;"3";"1";"3";"2";"1";"1";3;4;"2";"1";"1";1;"1";2;"2";"2";4;"0";"0";"0";"0";"3";"1";2;"1";3;4;3;"2";"2";"3";"4";"5";"2";"2";"5";"5";"2";"1";"Mann";"Mitarbeiter/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";1;"Portemonnaie";"Finanzen";0;NA;NA
"2017_HS_F_0379";"Favorite";4;3;4;4;2;3;"2";"1";"1";3;4;"4";"2";"4";"2";"2";"2";2;4;"2";"3";"3";2;"2";3;"3";"2";2;"0";"0";"0";"0";"3";"3";NA;"3";3;3;3;"3";"3";"3";"5";"6";"2";"1";"5";"5";"1";"1";"Mann";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0380";"Favorite";4;4;4;4;4;4;"1";NA;NA;4;4;"4";"1";"2";"2";"2";"4";1;3;"1";"2";"3";2;"2";4;"4";"2";4;"0";"0";"0";"0";"2";"2";2;"2";3;4;2;"3";"3";"3";"5";"6";"2";"1";"4";"4";"1";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0381";"Favorite";NA;NA;4;4;NA;4;NA;NA;NA;4;4;"3";"1";"4";"4";NA;"-99";3;3;"3";"2";"1";1;"1";1;"4";"4";2;"0";"0";"0";"0";"3";"3";2;"3";2;3;3;"4";"4";"3";"5";"3";"2";"1";"5";"4";"1";"1";"Mann";NA;"0";"35- bis 49-jaehrig";"1";10;19,2307692307692;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0382";"Favorite";2;3;4;4;1;4;"1";"4";"3";4;3;"3";"2";"1";"1";"1";"1";2;4;"2";"1";"2";1;"1";3;"1";"1";4;"0";"0";"0";"0";"4";"1";1;"3";3;2;3;"1";"1";"4";"7";"6";"3";"1";"5";"3";"4";"1";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"Gute Schokolade, aber den Kugelschreiber kriegt ihr trotzdem nicht zurÅ¸ck.";"Redundant"
"2017_HS_F_0383";"Favorite";4;4;4;4;4;4;"2";"4";"1";3;3;"3";"1";"4";"3";"1";"3";4;4;"3";"1";"1";2;"1";4;"2";"2";4;"0";"0";"1";"0";"4";"1";3;"3";3;4;1;"1";"3";"3";"4";"6";"3";"2";"2";"3";"2";"1";"Mann";NA;"1";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0384";"Favorite";2;3;2;3;4;1;"1";"4";"1";4;2;"2";"4";"4";"4";"4";"-99";2;4;"4";"3";"2";3;"1";3;"4";"4";3;"0";"0";"0";"0";"4";"3";1;"3";4;3;3;"4";"1";"4";"5";"4";"3";"2";"4";"5";"1";"1";"x";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"Was ist das Geschlecht ""x"", ich kann mich gut damit identifizieren.";"Kritik Fragebogen"
"2017_HS_F_0385";"Favorite";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"4";"1";"2";"-99";"-99";"4";-99;4;"-99";"3";"3";-99;"-99";4;"4";"2";4;"0";"0";"0";"0";"3";"3";1;"2";4;4;3;"2";"4";"3";"6";"4";"3";"3";"5";"1";"5";"3";"Mann";"Andere";"1";"17- bis 25-jaehrig";"1";10;19,2307692307692;"Selbstverpfleger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";1;"Essen zu Hause vergessen";"Essen vergessen";1;"Ja";"Redundant"
"2017_HS_F_0386";"Favorite";3;4;1;4;2;1;"1";"3";"3";1;3;"3";"1";"3";"1";"1";"-99";2;3;"2";"-99";"-99";2;"1";4;"-99";"-99";2;"0";"0";"0";"0";"3";"2";2;"2";1;3;3;"3";"3";"3";"5";"6";"3";"1";"3";"3";"1";"2";"Frau";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0387";"Favorite";4;1;3;4;2;3;"1";"1";"1";4;4;"4";"1";"3";"3";"-99";"3";3;4;"2";"2";"2";1;"1";2;"3";"2";4;"0";"0";"0";"0";"3";"3";2;"3";3;3;3;"3";"3";"3";"6";"6";"1";"1";"5";"4";"2";"2";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0388";"Favorite";2;3;4;4;3;4;"1";"4";"1";3;3;"3";"1";"4";"2";"-99";"-99";1;4;"2";"2";"2";NA;"1";3;"3";"4";4;"0";"0";"1";"0";"3";"3";4;"2";4;3;2;"4";"4";"3";"5";"3";"1";"1";"2";"3";"4";"1";"Mann";"Student/in";"0";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Selbstverpfleger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0389";"Favorite";1;2;1;NA;1;4;"1";NA;"4";3;3;"3";"2";"2";"2";"2";"3";2;3;"2";"1";"3";1;"1";3;"3";"2";4;"0";"0";"0";"0";"2";"3";3;"2";4;3;3;"3";"3";"3";"4";"4";"2";"1";"5";"2";"3";"4";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";2;3,84615384615385;"Einkaeufer";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0390";"Favorite";2;3;1;4;1;3;"1";"1";"2";3;3;"3";"3";"1";"3";"-99";"3";2;4;"2";"2";"2";1;"1";3;"-99";"2";3;"0";"0";"0";"0";"3";"3";3;"3";3;3;3;"4";"4";"3";"4";"3";"4";"2";"4";"3";"3";"3";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0391";"Favorite";4;4;4;4;4;4;"1";"4";"1";4;4;"4";"1";"4";"4";"1";"2";1;4;"1";"1";"1";1;"1";3;"1";"1";3;"0";"0";"0";"0";"1";"1";1;"1";4;1;1;"1";"2";"2";"6";"6";"1";"1";"5";"5";"1";"1";"Mann";"Mitarbeiter/in";"0";"50- bis 64-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";1;"Ich liebe Pommes";"Pommes ";0;NA;NA
"2017_HS_F_0392";"Favorite";4;4;4;4;2;4;"1";"1";"4";3;3;"3";"1";"2";"2";"2";"2";2;4;"3";"1";"1";1;"1";1;"1";"1";4;"0";"0";"0";"0";"3";"1";1;"2";4;3;1;"1";"1";"3";"7";"5";"2";"1";"5";"5";"1";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"die Pommes sind so stark gesalzen, dass sogar der Salzbestand der Schweiz gef‰hrdet ist.";"Salz"
"2017_HS_F_0393";"Favorite";4;3;4;4;2;3;"1";"1";"1";3;4;"3";"1";"4";"2";"2";"3";3;3;"3";"3";"3";2;"2";3;"3";"4";4;"0";"0";"0";"0";"4";"3";3;"3";3;4;4;"4";"4";"4";"5";"6";"3";"2";"5";"4";"3";"1";"Frau";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0394";"Favorite";3;3;3;3;1;4;"1";"1";"1";4;4;"4";"1";"3";"3";"1";"2";3;2;"1";"2";"1";1;"1";2;"3";"2";4;"0";"0";"0";"0";"4";"3";2;"2";4;4;3;"2";"3";"2";"6";"6";"1";"1";"5";"5";"1";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"Ich habe Angst, dass meine Innereien zu einem Salzkristall mutieren nach den Pommes.";"Salz"
"2017_HS_F_0395";"Favorite";1;1;4;1;1;4;"1";"1";"1";1;1;"1";"4";"4";"4";"2";"1";1;4;"1";"1";"1";1;"1";1;"1";"1";4;"0";"0";"0";"0";"3";"1";1;"1";4;3;1;"1";"1";"1";"5";"5";"1";"1";"5";"4";"2";"2";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"Es ist eine wahre Kunst: Ich bin mir sicher, dass die Kˆche super Mandalas machen kˆnnen --> wer schafft sogar Pommes zu versauen verdient einen Orden f¸Års Mandala malen.";"Kritik am Essen"
"2017_HS_F_0396";"Favorite";4;4;4;4;4;2;"1";"3";"1";4;4;"4";"1";"3";"3";"-99";"-99";2;3;"1";"-99";"-99";1;"1";4;"2";"-99";3;"0";"0";"0";"0";"3";"2";2;"3";4;3;3;"3";"3";"4";"4";"6";"1";"1";"5";"2";"3";"3";"Frau";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Einkaeufer";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;0;NA;NA
"2017_HS_F_0397";"Favorite";4;3;4;4;2;2;"1";"3";"1";2;3;"3";"1";"2";"3";"2";"3";2;3;"2";"2";"2";1;"1";2;"3";"3";4;"1";"0";"0";"0";"4";"3";2;"2";4;4;3;"2";"2";"3";"4";"4";"3";"2";"5";"4";"2";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-21;"Reidbach";0;"Fleisch/Fisch";"Chickeria";0;NA;NA;1;"Grˆsserer Schlitz in Sammelbox w‰re toll!";"Redundant"
"2017_HS_F_0399";"Favorite";4;4;1;4;2;2;"1";"1";"1";4;4;"4";"1";"1";"1";"1";"3";4;4;"4";"3";"3";3;"2";3;"3";"-99";3;"0";"0";"0";"0";"3";"3";3;"3";3;4;4;"4";"4";"4";"4";"5";"3";"2";"4";"3";"3";"2";"Frau";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0400";"Favorite";4;2;4;4;1;1;"1";"1";"1";3;4;"4";"1";"1";"1";"1";"3";4;3;"4";"3";"3";1;"1";3;"3";"3";2;"0";"0";"0";"0";"4";"4";3;"3";2;4;4;"4";"4";"4";"3";"5";"1";"1";"3";"4";"1";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0401";"Favorite";4;3;4;4;3;4;"1";"1";"4";4;4;"4";"1";"-99";"-99";"-99";"-99";4;4;"4";"4";"4";4;"2";4;"4";"4";3;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"4";"4";"3";"2";"4";"4";"2";"1";"Frau";"Mitarbeiter/in";"1";"50- bis 64-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0402";"Favorite";4;4;3;4;3;2;"2";"3";"2";3;4;"4";"1";"1";"1";"1";"4";4;4;"3";"4";"4";3;"2";4;"4";"4";3;"0";"0";"0";"0";"3";"4";3;"4";2;3;3;"3";"3";"4";"4";"3";"4";"2";"3";"3";"2";"1";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0403";"Favorite";4;4;3;3;3;4;"2";"1";"1";3;4;"4";"1";"1";"1";"1";"1";4;3;"4";"4";"4";4;"4";4;"4";"4";3;"0";"0";"0";"0";"4";"4";3;"4";2;4;4;"4";"4";"4";"1";"5";"6";"4";"5";"3";"3";"2";"Mann";NA;"0";"17- bis 25-jaehrig";"1";1;1,92307692307692;"Abwechsler";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;1;"Veganes Gericht! + Salatsauce";"vegan"
"2017_HS_F_0404";"Favorite";4;4;4;4;4;3;"2";"2";"1";3;3;"4";"1";"2";"2";"2";"2";4;4;"4";"-99";"3";3;"-99";3;"3";"-99";3;"0";"0";"0";"0";"4";"2";3;"2";4;4;2;"3";"3";"2";"5";"7";"4";"3";"5";"4";"2";"2";"Mann";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0405";"Favorite";4;4;4;4;1;3;"2";"2";"4";4;4;"4";"1";"1";"1";"1";"1";2;4;"2";"2";"3";3;"2";4;"3";"2";3;"0";"0";"0";"0";"4";"3";3;"4";3;4;2;"4";"3";"4";"1";"3";"6";"3";"3";"3";"3";"1";"Frau";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Abwechsler";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0406";"Favorite";3;3;3;3;3;4;"1";"1";"1";1;3;"4";"1";"1";"1";"1";"1";3;3;"2";"2";"-99";1;"1";3;"2";"2";2;"1";"0";"0";"0";"4";"3";3;"3";3;4;3;"3";"3";"3";"5";"6";"2";"1";"5";"5";"1";"1";"Frau";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";2;3,84615384615385;"Mensagaenger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0407";NA;4;3;4;4;3;2;"2";"1";"1";1;4;"4";"2";"1";"1";"1";"-99";2;2;"2";"3";"4";4;"1";3;"3";"3";3;"0";"0";"0";"0";"4";"4";4;"4";4;4;4;"4";"4";"4";"2";"5";"5";"3";"4";"3";"4";"1";"Frau";"Student/in";"1";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;NA;NA;0;NA;NA;0;NA;NA
"2017_HS_F_0408";"Favorite";4;4;4;4;3;1;"1";"1";"3";4;4;"4";"1";"2";"1";"1";"4";4;3;"4";"3";"3";1;"1";4;"4";"3";3;"0";"0";"0";"0";"4";"4";3;"3";4;4;4;"3";"3";"4";"3";"6";"4";"2";"1";"3";"4";"1";"Frau";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0409";"Favorite";3;3;3;3;2;4;"2";"3";"1";4;4;"3";"1";"4";"1";"1";"4";4;3;"3";"4";"4";4;"3";3;"-99";"-99";3;"0";"0";"0";"0";"4";"4";3;"4";3;4;4;"4";"4";"4";"3";"5";"5";"4";"5";"3";"4";"1";"Mann";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0410";"Favorite";2;3;3;3;1;3;"1";"3";"3";3;4;"4";"1";"1";"1";"1";"4";4;4;"3";"2";"2";2;"2";3;"3";"3";3;"0";"0";"0";"0";"3";"3";3;"3";3;2;3;"3";"3";"3";"4";"6";"1";"1";"3";"3";"1";"2";"Mann";"Student/in";"0";"17- bis 25-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0411";"Favorite";3;3;3;3;2;4;"1";"1";"2";2;3;"3";"1";"2";"1";"1";"4";3;3;"2";"3";"3";4;"2";3;"3";"4";4;"0";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"2";"6";"5";"4";"3";"2";"4";"1";"Frau";"Student/in";"0";"26- bis 34-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0412";"Favorite";4;3;4;4;3;3;"1";"2";"3";2;4;"4";"2";"3";"1";"1";"3";4;3;"3";"4";"4";2;"1";4;"4";"4";2;"0";"0";"0";"0";"4";"4";3;"4";2;4;4;"4";"4";"4";"3";"6";"5";"1";"4";"4";"2";"1";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0413";"Favorite";4;1;4;4;1;3;"2";"1";"1";1;4;"4";"1";"4";"-99";"-99";NA;4;4;"3";"3";"4";2;"2";4;"4";"4";1;"1";"0";"0";"0";"4";"3";3;"3";1;4;4;"4";"4";"4";"4";"4";"3";"2";"1";"3";"3";"2";"Mann";"Mitarbeiter/in";"1";"26- bis 34-jaehrig";"1";1;1,92307692307692;"Abwechsler";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";1;"Low Carb";"Ausschlussverfahren, Kohlenhydrate";0;NA;NA
"2017_HS_F_0414";"Favorite";4;4;1;4;3;4;"1";"1";"1";3;4;"4";"1";"2";"2";"2";"2";3;4;"2";"2";"2";2;"2";3;"3";"3";3;"0";"0";"0";"0";"3";"3";3;"2";3;4;3;"3";"4";"3";"3";"5";"3";"2";"3";"2";"4";"1";"Mann";"Mitarbeiter/in";"0";"35- bis 49-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;1;"Finde die Mensa Gr¸ental top :)!";"Lob"
"2017_HS_F_0417";"Favorite";3;2;3;2;1;3;"2";"3";"2";4;4;"4";"2";"1";"1";"1";"-99";3;3;"3";"3";"3";4;"3";4;"4";"3";4;"0";"0";"0";"0";"3";"3";3;"4";4;3;3;"4";"4";"4";"1";"4";"6";"4";"3";"2";"4";"1";"Frau";"Student/in";"1";"17- bis 25-jaehrig";"1";0;0;"Selbstverpfleger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0418";"Favorite";4;4;2;4;4;3;"1";"1";"1";3;4;"4";"1";"3";"1";"1";"3";4;4;"4";"4";"4";4;"1";4;"-99";"-99";3;"1";"0";"0";"0";"4";"4";4;"4";3;4;4;"4";"4";"4";"3";"4";"3";"1";NA;"2";"1";"1";"Frau";"Andere";"0";"50- bis 64-jaehrig";"1";1;1,92307692307692;"Mensagaenger";2017-11-30;"Gr¸ental";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
"2017_HS_F_0422";"Favorite";4;4;4;4;4;1;"1";"3";"1";3;4;"4";"1";"1";"1";"1";"3";3;4;"3";"3";"3";1;"1";4;"3";"3";3;"0";"0";"0";"0";"3";"3";3;"4";3;4;3;"3";"3";"4";"4";"6";"3";"3";"5";"5";"2";"2";"Frau";"Student/in";"1";"26- bis 34-jaehrig";"1";0;0;"Mensagaenger";2017-11-30;"Reidbach";1;"vegetarisch";"Broccoli- oder Spinatw‰he";0;NA;NA;0;NA;NA
